YEAR,DATANUM,SERIAL,HHWT,STATEFIP,COUNTY,GQ,PERNUM,PERWT,AGE,SEX,EDUC,EDUCD,DEGFIELD,DEGFIELDD,OCC,INCTOT
2010,1,695403,12001.83,27,0,1,1,11879.36,85,1,6,63,0,0,0,14000
2010,1,695525,14328.72,27,1230,1,1,14206.25,55,1,6,63,0,0,8220,37100
2010,1,695525,14328.72,27,1230,1,2,12981.57,49,2,6,63,0,0,5700,39200
2010,1,695648,33923.55,27,1230,1,1,33923.55,64,1,6,61,0,0,0,15000
2010,1,695648,33923.55,27,1230,1,2,40781.74,32,2,6,64,0,0,0,0
2010,1,695893,3918.97,27,0,1,1,3796.5,49,1,6,63,0,0,4200,72000
2010,1,695893,3918.97,27,0,1,2,4163.9,43,2,6,63,0,0,5260,53000
2010,1,696015,3674.03,27,0,1,1,3674.03,38,1,6,63,0,0,7350,15400
2010,1,696015,3674.03,27,0,1,2,4041.43,36,2,6,63,0,0,4760,19000
2010,1,696015,3674.03,27,0,1,3,4286.37,10,2,1,17,0,0,0,NA
2010,1,696015,3674.03,27,0,1,4,4653.77,7,1,1,12,0,0,0,NA
2010,1,696138,4041.43,27,0,1,1,4041.43,41,1,2,26,0,0,9130,20800
2010,1,696138,4041.43,27,0,1,2,4286.37,37,2,4,40,0,0,4510,18000
2010,1,696138,4041.43,27,0,1,3,4898.71,6,1,1,12,0,0,0,NA
2010,1,696138,4041.43,27,0,1,4,5633.51,4,1,0,2,0,0,0,NA
2010,1,696260,28045.1,27,530,1,1,27922.63,31,2,6,63,0,0,2540,19000
2010,1,696505,4163.9,27,1370,1,1,4163.9,84,2,11,114,61,6109,3160,52000
2010,1,696628,13471.44,27,0,1,1,13471.44,41,2,10,101,29,2901,0,0
2010,1,696628,13471.44,27,0,1,2,13593.91,37,1,11,114,56,5601,1360,60000
2010,1,696628,13471.44,27,0,1,3,15920.8,21,1,6,63,0,0,0,8100
2010,1,696628,13471.44,27,0,1,4,12736.64,17,2,5,50,0,0,0,0
2010,1,696628,13471.44,27,0,1,5,14451.19,16,1,4,40,0,0,4110,720
2010,1,696628,13471.44,27,0,1,6,14451.19,15,1,2,26,0,0,0,0
2010,1,696628,13471.44,27,0,1,7,10287.29,10,1,2,22,0,0,0,NA
2010,1,696628,13471.44,27,0,1,8,10532.22,10,1,1,15,0,0,0,NA
2010,1,696628,13471.44,27,0,1,9,10532.22,8,1,1,16,0,0,0,NA
2010,1,696628,13471.44,27,0,1,10,10164.82,8,1,1,12,0,0,0,NA
2010,1,696628,13471.44,27,0,1,11,10287.29,6,1,1,14,0,0,0,NA
2010,1,696750,12491.7,27,370,1,1,12491.7,85,2,6,64,0,0,0,9600
2010,1,696873,5021.17,27,0,1,1,5021.17,40,2,11,114,23,2300,2310,60000
2010,1,696873,5021.17,27,0,1,2,4408.84,50,1,8,81,0,0,220,60000
2010,1,696873,5021.17,27,0,1,3,5633.51,9,2,1,16,0,0,0,NA
2010,1,696995,53150.97,27,530,1,1,53150.97,42,1,3,30,0,0,9510,20000
2010,1,697118,24616,27,0,1,1,24738.47,59,1,7,71,0,0,0,22000
2010,1,697240,3674.03,27,0,1,1,3674.03,67,1,6,63,0,0,205,363000
2010,1,697240,3674.03,27,0,1,2,3674.03,67,2,6,63,0,0,205,15200
2010,1,697362,18860.02,27,0,1,1,18737.56,40,1,6,63,0,0,4400,10000
2010,1,697362,18860.02,27,0,1,2,18737.56,35,2,6,63,0,0,9360,16800
2010,1,697362,18860.02,27,0,1,3,15185.99,6,1,1,11,0,0,0,NA
2010,1,697362,18860.02,27,0,1,4,18615.09,5,2,1,11,0,0,0,NA
2010,1,697362,18860.02,27,0,1,5,18370.15,12,2,1,17,0,0,0,NA
2010,1,697362,18860.02,27,0,1,6,15185.99,12,1,1,17,0,0,0,NA
2010,1,697485,7103.13,27,0,1,1,7103.13,44,2,7,71,0,0,2540,16000
2010,1,697485,7103.13,27,0,1,2,3918.97,47,1,6,63,0,0,6230,42200
2010,1,697485,7103.13,27,0,1,3,4776.24,17,2,6,65,0,0,4610,1900
2010,1,697485,7103.13,27,0,1,4,6123.38,14,1,3,30,0,0,0,NA
2010,1,697607,14451.19,27,1630,1,1,14451.19,54,2,8,81,0,0,3255,93000
2010,1,697607,14451.19,27,1630,1,2,16533.14,54,1,6,63,0,0,5610,40000
2010,1,697730,4531.3,27,0,1,1,4531.3,33,1,6,63,0,0,205,70000
2010,1,697730,4531.3,27,0,1,2,3918.97,33,2,10,101,23,2310,0,0
2010,1,697730,4531.3,27,0,1,3,4163.9,8,1,1,14,0,0,0,NA
2010,1,697730,4531.3,27,0,1,4,3551.56,5,2,1,11,0,0,0,NA
2010,1,697730,4531.3,27,0,1,5,3429.1,4,2,0,2,0,0,0,NA
2010,1,697730,4531.3,27,0,1,6,4653.77,3,1,0,2,0,0,0,NA
2010,1,697852,17023.01,27,0,1,1,17023.01,52,1,6,63,0,0,8740,40100
2010,1,697975,2939.22,27,0,1,1,2939.22,55,1,6,63,0,0,5550,23200
2010,1,697975,2939.22,27,0,1,2,2694.29,50,2,8,81,0,0,3255,35500
2010,1,697975,2939.22,27,0,1,3,3184.16,17,2,5,50,0,0,4110,300
2010,1,698097,15675.86,27,30,1,1,15553.4,83,1,7,71,0,0,0,23800
2010,1,698097,15675.86,27,30,1,2,16043.27,79,2,7,71,0,0,0,12001
2010,1,698220,5266.11,27,0,1,1,5266.11,44,1,6,64,0,0,9130,43200
2010,1,698220,5266.11,27,0,1,2,4408.84,47,1,6,63,0,0,4220,8300
2010,1,698342,2571.82,27,0,1,1,2571.82,73,1,3,30,0,0,0,14400
2010,1,698465,13348.98,27,0,1,1,13348.98,41,2,10,101,23,2304,2310,50000
2010,1,698465,13348.98,27,0,1,2,16778.07,17,1,5,50,0,0,4610,2000
2010,1,698587,10409.75,27,1630,1,1,10409.75,43,1,6,63,0,0,6420,25600
2010,1,698587,10409.75,27,1630,1,2,16533.14,43,2,6,63,0,0,4600,20700
2010,1,698587,10409.75,27,1630,1,3,17023.01,14,2,3,30,0,0,0,NA
2010,1,698710,1592.08,27,0,1,1,1592.08,67,1,11,115,52,5205,2040,29950
2010,1,698710,1592.08,27,0,1,2,2326.89,65,2,10,101,62,6203,0,6000
2010,1,698832,3674.03,27,1370,1,1,3674.03,63,2,6,63,0,0,5860,10000
2010,1,698832,3674.03,27,1370,1,2,3551.56,62,1,6,63,0,0,0,51400
2010,1,698955,8817.67,27,30,3,1,8817.67,79,1,10,101,11,1100,0,16900
2010,1,699077,29392.24,27,0,1,1,29269.78,26,2,6,63,0,0,4230,17000
2010,1,699077,29392.24,27,0,1,2,22534.05,32,1,6,64,0,0,9720,20230
2010,1,699077,29392.24,27,0,1,3,30861.86,4,1,1,11,0,0,0,NA
2010,1,699077,29392.24,27,0,1,4,31229.26,2,1,0,1,0,0,0,NA
2010,1,699199,9430.01,27,1370,3,1,9430.01,37,1,3,30,0,0,4020,1100
2010,1,699322,2571.82,27,0,1,1,2571.82,59,1,6,64,0,0,8740,82100
2010,1,699322,2571.82,27,0,1,2,3061.69,59,2,6,63,0,0,0,5200
2010,1,699444,7960.4,27,0,1,1,8082.87,30,2,10,101,23,2304,2310,28000
2010,1,699444,7960.4,27,0,1,2,4776.24,36,1,10,101,52,5200,230,80000
2010,1,699567,17390.41,27,0,1,1,17390.41,29,1,6,63,0,0,6320,47000
2010,1,699689,15063.52,27,530,1,1,15063.52,39,1,11,115,26,2603,3060,362000
2010,1,699689,15063.52,27,530,1,2,18002.75,36,2,11,115,33,3301,3060,1400
2010,1,699689,15063.52,27,530,1,3,17145.48,6,1,1,12,0,0,0,NA
2010,1,699689,15063.52,27,530,1,4,15798.33,3,1,0,2,0,0,0,NA
2010,1,699812,16533.14,27,530,1,1,16655.6,63,1,11,116,52,5200,2200,372000
2010,1,699934,3306.63,27,0,1,1,3184.16,31,1,6,63,0,0,4700,25000
2010,1,700057,3796.5,27,0,1,1,3796.5,63,2,6,63,0,0,4720,34300
2010,1,700179,5266.11,27,0,1,1,5266.11,54,1,7,71,0,0,8030,45700
2010,1,700179,5266.11,27,0,1,2,5143.64,54,2,6,63,0,0,7700,18600
2010,1,700302,19962.23,27,1630,1,1,19962.23,34,1,6,63,0,0,6005,35000
2010,1,700302,19962.23,27,1630,1,2,20819.51,37,2,10,101,19,1901,0,0
2010,1,700302,19962.23,27,1630,1,3,25595.75,63,1,1,14,0,0,0,0
2010,1,700302,19962.23,27,1630,1,4,25595.75,58,2,1,14,0,0,0,0
2010,1,700302,19962.23,27,1630,1,5,32209,12,2,2,23,0,0,0,NA
2010,1,700547,14328.72,27,1230,1,1,14206.25,57,1,11,114,34,3401,410,339000
2010,1,700547,14328.72,27,1230,1,2,18002.75,51,2,11,114,61,6107,3258,60000
2010,1,700547,14328.72,27,1230,1,3,18247.68,23,2,10,101,23,2309,4150,3000
2010,1,700547,14328.72,27,1230,1,4,16410.67,25,1,10,101,26,2602,4030,30000
2010,1,700669,11879.36,27,1370,2,1,11879.36,31,1,6,63,0,0,8140,3300
2010,1,700669,11879.36,27,1370,2,2,14573.65,27,2,7,71,0,0,4040,16500
2010,1,700669,11879.36,27,1370,2,3,13226.51,8,1,1,15,0,0,0,NA
2010,1,700669,11879.36,27,1370,2,4,12246.77,6,2,1,14,0,0,0,NA
2010,1,700669,11879.36,27,1370,2,5,13593.91,5,1,1,11,0,0,0,NA
2010,1,700669,11879.36,27,1370,2,6,23023.92,2,1,0,1,0,0,0,NA
2010,1,700792,3551.56,27,0,1,1,3551.56,65,1,11,115,23,2311,540,59100
2010,1,700792,3551.56,27,0,1,2,4286.37,63,2,11,114,23,2306,2430,36000
2010,1,700914,14451.19,27,0,1,1,14451.19,83,2,7,71,0,0,0,11300
2010,1,701036,8817.67,27,1090,1,1,8817.67,61,2,10,101,61,6107,3255,55050
2010,1,701036,8817.67,27,1090,1,2,9552.48,67,1,11,114,23,2305,110,120050
2010,1,701404,13471.44,27,370,1,1,13471.44,67,1,10,101,64,6402,10,176500
2010,1,701404,13471.44,27,370,1,2,15185.99,66,2,10,101,23,2304,2340,165500
2010,1,701526,3674.03,27,0,1,1,3551.56,58,1,7,71,0,0,8750,20600
2010,1,701526,3674.03,27,0,1,2,4531.3,54,2,7,71,0,0,4700,13000
2010,1,701649,14696.12,27,0,1,1,14696.12,61,1,10,101,55,5501,0,0
2010,1,701649,14696.12,27,0,1,2,14696.12,57,2,8,81,0,0,2310,28800
2010,1,701894,3674.03,27,0,1,1,3674.03,70,1,11,116,55,5507,0,35000
2010,1,702016,3306.63,27,0,1,1,3306.63,69,1,11,114,23,2308,2200,68720
2010,1,702016,3306.63,27,0,1,2,4408.84,67,2,10,101,23,2314,4760,11430
2010,1,702139,6123.38,27,0,1,1,6245.85,40,1,8,81,0,0,8830,58000
2010,1,702139,6123.38,27,0,1,2,7470.53,40,2,8,81,0,0,4230,10500
2010,1,702139,6123.38,27,0,1,3,9185.08,13,2,2,23,0,0,0,NA
2010,1,702139,6123.38,27,0,1,4,12001.83,10,1,1,16,0,0,0,NA
2010,1,702261,22656.52,27,1230,1,1,22778.99,51,2,6,63,0,0,3600,24000
2010,1,702261,22656.52,27,1230,1,2,35883.03,50,1,8,81,0,0,5000,20000
2010,1,702506,2204.42,27,0,1,1,2081.95,77,1,6,64,0,0,0,35700
2010,1,702506,2204.42,27,0,1,2,3551.56,74,2,2,26,0,0,0,6700
2010,1,702629,18615.09,27,0,1,1,18492.62,61,1,6,63,0,0,430,39600
2010,1,702629,18615.09,27,0,1,2,15675.86,58,2,6,63,0,0,0,12000
2010,1,702751,20941.97,27,530,1,1,20941.97,50,2,10,101,34,3401,430,0
2010,1,702751,20941.97,27,530,1,2,18615.09,47,1,11,116,34,3401,2100,100000
2010,1,702751,20941.97,27,530,1,3,17390.41,17,1,5,50,0,0,0,0
2010,1,1367383,24126.13,55,0,1,1,24003.67,75,1,10,101,11,1105,0,22700
2010,1,1367383,24126.13,55,0,1,2,16655.6,73,2,10,101,23,2304,0,6100
2010,1,1367506,18002.75,55,0,1,1,18002.75,38,2,10,101,64,6402,230,32500
2010,1,1367506,18002.75,55,0,1,2,17635.35,42,1,7,71,0,0,1105,59000
2010,1,1367506,18002.75,55,0,1,3,17512.88,12,1,2,23,0,0,0,NA
2010,1,1367506,18002.75,55,0,1,4,17635.35,9,1,1,17,0,0,0,NA
2010,1,1367751,16900.54,55,0,1,1,16900.54,58,2,6,65,0,0,5700,38010
2010,1,1367751,16900.54,55,0,1,2,19472.36,27,1,7,71,0,0,7110,20730
2010,1,1367751,16900.54,55,0,1,3,16655.6,20,1,6,65,0,0,4020,5090
2010,1,1367873,4408.84,55,0,1,1,4531.3,53,2,6,63,0,0,4230,20000
2010,1,1367873,4408.84,55,0,1,2,4041.43,56,1,6,65,0,0,4250,25900
2010,1,1367995,3306.63,55,0,1,1,3184.16,49,1,6,63,0,0,205,3000
2010,1,1367995,3306.63,55,0,1,2,2571.82,49,2,6,63,0,0,2630,53000
2010,1,1367995,3306.63,55,0,1,3,2449.35,17,2,5,50,0,0,0,0
2010,1,1368118,15920.8,55,0,1,1,15920.8,35,2,11,115,36,3600,3000,27000
2010,1,1368240,2694.29,55,0,1,1,2694.29,49,1,10,101,11,1101,205,-6900
2010,1,1368240,2694.29,55,0,1,2,1224.68,48,2,11,114,11,1100,205,100
2010,1,1368240,2694.29,55,0,1,3,2326.89,5,2,1,11,0,0,0,NA
2010,1,1368363,20329.63,55,0,1,1,20329.63,38,1,10,101,19,1901,4700,19200
2010,1,1368363,20329.63,55,0,1,2,19962.23,42,2,6,63,0,0,5620,8000
2010,1,1368363,20329.63,55,0,1,3,39802,4,1,0,2,0,0,0,NA
2010,1,1368485,16410.67,55,90,4,1,16410.67,18,2,6,63,0,0,4030,40
2010,1,1368608,19839.76,55,0,1,1,19839.76,52,1,7,71,0,0,4930,65000
2010,1,1368608,19839.76,55,0,1,2,17635.35,17,1,5,50,0,0,4720,0
2010,1,1368608,19839.76,55,0,1,3,19717.3,48,2,11,114,62,6212,530,35000
2010,1,1368730,2694.29,55,0,1,1,2571.82,47,1,6,63,0,0,5610,27000
2010,1,1368853,4408.84,55,0,1,1,4531.3,74,1,11,115,36,3600,0,103500
2010,1,1368853,4408.84,55,0,1,2,5388.58,76,2,10,101,61,6107,0,13000
2010,1,1368975,10042.35,55,0,1,1,10042.35,47,2,10,101,23,2307,2310,42000
2010,1,1368975,10042.35,55,0,1,2,7593,47,1,7,71,0,0,4760,39000
2010,1,1368975,10042.35,55,0,1,3,8205.33,18,2,5,50,0,0,1540,2400
2010,1,1368975,10042.35,55,0,1,4,10042.35,16,1,4,40,0,0,1540,1100
2010,1,1369220,10164.82,55,0,1,1,10042.35,68,1,11,114,55,5507,2200,148700
2010,1,1369220,10164.82,55,0,1,2,11267.03,65,2,6,65,0,0,0,0
2010,1,1369220,10164.82,55,0,1,3,7960.4,39,1,10,101,25,2500,4020,8900
2010,1,1369343,7470.53,55,630,1,1,7593,69,2,6,61,0,0,4720,14800
2010,1,1369343,7470.53,55,630,1,2,7837.93,62,1,6,63,0,0,9130,17600
2010,1,1369465,13961.32,55,0,1,1,13838.85,78,2,6,61,0,0,0,10000
2010,1,1369588,38699.79,55,0,1,1,38699.79,26,1,7,71,0,0,7315,860
2010,1,1369588,38699.79,55,0,1,2,26575.49,26,2,7,71,0,0,0,0
2010,1,1369710,17023.01,55,590,4,1,17023.01,35,2,6,64,0,0,4050,2000
2010,1,1369832,21554.31,55,0,4,1,21554.31,19,1,6,63,0,0,2340,240
2010,1,1369955,2694.29,55,0,1,1,2694.29,46,1,6,63,0,0,9620,42000
2010,1,1369955,2694.29,55,0,1,2,1959.48,46,2,6,63,0,0,4720,10000
2010,1,1369955,2694.29,55,0,1,3,2204.42,19,1,7,71,0,0,7750,3000
2010,1,1370200,4898.71,55,0,1,1,4898.71,68,1,6,63,0,0,8760,62610
2010,1,1370200,4898.71,55,0,1,2,4041.43,67,2,6,63,0,0,4900,17010
2010,1,1370322,13104.04,55,0,1,1,12981.57,65,2,4,40,0,0,0,7200
2010,1,1370445,12246.77,55,0,4,1,12246.77,20,1,7,71,0,0,4130,3800
2010,1,1370567,16288.2,55,0,1,1,16288.2,72,2,8,81,0,0,0,28900
2010,1,1370690,17145.48,55,590,1,1,17267.94,47,1,7,71,0,0,4840,68000
2010,1,1370690,17145.48,55,590,1,2,11022.09,45,2,7,71,0,0,530,59000
2010,1,1370812,21186.91,55,90,1,1,21186.91,60,2,6,63,0,0,4620,17000
2010,1,1370935,7715.46,55,0,1,1,7715.46,67,1,6,63,0,0,530,6200
2010,1,1370935,7715.46,55,0,1,2,8695.21,66,2,6,63,0,0,0,14000
2010,1,1371057,4286.37,55,250,1,1,4286.37,47,2,6,63,0,0,430,42000
2010,1,1371057,4286.37,55,250,1,2,4898.71,42,1,8,81,0,0,4250,50000
2010,1,1371057,4286.37,55,250,1,3,4163.9,17,1,5,50,0,0,4250,1000
2010,1,1371057,4286.37,55,250,1,4,4286.37,14,1,2,26,0,0,0,NA
2010,1,1371180,4531.3,55,250,1,1,4531.3,43,1,6,63,0,0,5620,45840
2010,1,1371180,4531.3,55,250,1,2,4653.77,42,2,6,63,0,0,430,76500
2010,1,1371180,4531.3,55,250,1,3,4776.24,13,2,2,25,0,0,0,NA
2010,1,1371302,9062.61,55,0,1,1,8940.14,46,1,11,116,23,2313,2200,51800
2010,1,1371302,9062.61,55,0,1,2,14083.78,10,2,1,17,0,0,0,NA
2010,1,1371425,19227.43,55,0,1,1,19349.89,30,1,10,101,62,6206,4850,96100
2010,1,1371425,19227.43,55,0,1,2,24860.94,30,2,11,114,19,1901,725,48800
2010,1,1371547,17757.81,55,0,4,1,17757.81,51,1,6,63,0,0,0,9600
2010,1,1371669,13104.04,55,0,1,1,13226.51,30,1,11,114,23,2300,230,55000
2010,1,1371669,13104.04,55,0,1,2,9062.61,31,2,11,116,61,6106,3060,55000
2010,1,1371669,13104.04,55,0,1,3,10042.35,9,1,1,16,0,0,0,NA
2010,1,1371669,13104.04,55,0,1,4,10042.35,5,1,1,11,0,0,0,NA
2010,1,1371792,9185.08,55,0,1,1,9185.08,51,2,6,63,0,0,1006,52000
2010,1,1371914,6980.66,55,0,1,1,7103.13,44,1,6,61,0,0,6260,10000
2010,1,1371914,6980.66,55,0,1,2,4531.3,52,2,6,63,0,0,8300,21600
2010,1,1372037,4286.37,55,90,1,1,4286.37,30,1,7,71,0,0,6320,40000
2010,1,1372037,4286.37,55,90,1,2,4531.3,28,2,8,81,0,0,3255,40000
2010,1,1372159,4531.3,55,0,1,1,4531.3,51,2,6,64,0,0,20,301000
2010,1,1372159,4531.3,55,0,1,2,5878.45,50,1,7,71,0,0,4220,32000
2010,1,1372282,24616,55,0,1,1,24616,56,1,11,116,50,5007,1760,43600
2010,1,1372527,4286.37,55,1050,1,1,4163.9,55,2,6,63,0,0,3255,34600
2010,1,1372527,4286.37,55,1050,1,2,4286.37,52,1,8,81,0,0,8140,110450
2010,1,1372649,75929.96,55,250,1,1,76052.43,37,2,6,64,0,0,8965,32400
2010,1,1372649,75929.96,55,250,1,2,78379.32,14,2,2,26,0,0,0,NA
2010,1,1372649,75929.96,55,250,1,3,78256.85,14,2,2,26,0,0,0,NA
2010,1,1372649,75929.96,55,250,1,4,67724.63,48,1,8,81,0,0,9130,51800
2010,1,1372772,26330.55,55,0,1,1,26330.55,27,2,7,71,0,0,4510,13000
2010,1,1372772,26330.55,55,0,1,2,37475.11,30,1,6,64,0,0,5620,24000
2010,1,1372772,26330.55,55,0,1,3,30984.32,10,2,1,17,0,0,0,NA
2010,1,1372772,26330.55,55,0,1,4,31229.26,6,2,1,12,0,0,0,NA
2010,1,1372772,26330.55,55,0,1,5,30861.86,4,1,0,2,0,0,0,NA
2010,1,1372772,26330.55,55,0,1,6,30861.86,0,2,0,1,0,0,0,NA
2010,1,1372894,4041.43,55,0,1,1,4041.43,57,1,6,63,0,0,0,27840
2010,1,1372894,4041.43,55,0,1,2,4531.3,57,2,6,63,0,0,1360,34840
2010,1,1373017,20452.1,55,250,1,1,20452.1,25,2,11,114,36,3603,2200,23000
2010,1,1373139,8572.74,55,0,1,1,8572.74,59,2,6,63,0,0,4600,29830
2010,1,1373262,8082.87,55,0,1,1,8082.87,63,1,6,63,0,0,4200,40000
2010,1,1373262,8082.87,55,0,1,2,6368.32,52,2,6,63,0,0,8320,30000
2010,1,1373262,8082.87,55,0,1,3,23391.33,28,2,6,63,0,0,3600,19200
2010,1,1373384,6000.92,55,0,1,1,6123.38,47,1,2,26,0,0,9620,24000
2010,1,1373506,10409.75,55,0,1,1,10409.75,80,2,6,63,0,0,0,23000
2010,1,1373629,12981.57,55,0,1,1,12981.57,43,2,8,81,0,0,0,0
2010,1,1373629,12981.57,55,0,1,2,14573.65,42,1,10,101,19,1901,4850,90000
2010,1,1373629,12981.57,55,0,1,3,14206.25,7,1,1,12,0,0,0,NA
2010,1,1373629,12981.57,55,0,1,4,13226.51,5,2,1,12,0,0,0,NA
2010,1,1373751,12001.83,55,730,1,1,12001.83,55,2,11,114,55,5507,2310,64000
2010,1,1373751,12001.83,55,730,1,2,14451.19,60,1,10,101,26,2602,140,50000
2010,1,1373751,12001.83,55,730,1,3,17757.81,25,1,11,114,36,3600,5240,14300
2010,1,1373751,12001.83,55,730,1,4,23513.79,21,1,7,71,0,0,2630,2000
2010,1,1373874,11634.43,55,1010,1,1,11634.43,81,1,10,101,61,6108,0,32600
2010,1,1373874,11634.43,55,1010,1,2,13838.85,80,2,6,63,0,0,0,5200
2010,1,1373996,21186.91,55,250,1,1,21186.91,48,2,11,114,36,3600,4760,27000
2010,1,1374119,14451.19,55,630,4,1,14451.19,20,2,6,63,0,0,3955,3500
2010,1,1374241,4776.24,55,0,1,1,4898.71,69,1,6,63,0,0,0,27800
2010,1,1374364,20697.04,55,250,4,1,20697.04,60,2,6,63,0,0,9620,10300
2010,1,1374486,2939.22,55,0,1,1,2816.76,63,2,6,65,0,0,3500,35000
2010,1,1374486,2939.22,55,0,1,2,4041.43,66,1,6,65,0,0,3600,57700
2010,1,1374609,3918.97,55,0,1,1,3918.97,50,1,7,71,0,0,0,13400
2010,1,1374731,6368.32,55,0,1,1,6245.85,58,1,6,64,0,0,9130,0
2010,1,1374731,6368.32,55,0,1,2,7960.4,59,2,7,71,0,0,3500,37900
2010,1,1374976,14573.65,55,0,1,1,14573.65,65,1,6,63,0,0,4750,16600
2010,1,1374976,14573.65,55,0,1,2,14573.65,62,2,6,63,0,0,0,8800
2010,1,1375099,22778.99,55,0,1,1,22778.99,81,2,7,71,0,0,0,40600
2010,1,1375221,24493.54,55,0,1,1,24493.54,57,2,10,101,61,6107,3255,58000
2010,1,1375221,24493.54,55,0,1,2,23881.2,57,1,6,63,0,0,5520,75000
2010,1,1375344,8327.8,55,730,1,1,8327.8,29,1,6,63,0,0,8965,30000
2010,1,1375344,8327.8,55,730,1,2,9185.08,26,2,7,71,0,0,3600,15800
2010,1,1375344,8327.8,55,730,1,3,8327.8,5,2,0,2,0,0,0,NA
2010,1,1375466,15675.86,55,0,1,1,15675.86,73,1,0,2,0,0,7360,22000
2010,1,1375466,15675.86,55,0,1,2,12981.57,71,2,8,81,0,0,800,20200
2010,1,1375588,4898.71,55,0,1,1,5021.17,57,1,6,63,0,0,9620,50600
2010,1,1375588,4898.71,55,0,1,2,4286.37,53,2,10,101,62,6203,5700,0
2010,1,1375588,4898.71,55,0,1,3,4531.3,25,2,10,101,60,6003,2320,35000
2010,1,1375711,16655.6,55,250,1,1,16655.6,34,1,10,101,62,6212,1020,86000
2010,1,1375711,16655.6,55,250,1,2,17635.35,35,2,7,71,0,0,1240,51000
2010,1,1375711,16655.6,55,250,1,3,17635.35,11,2,1,17,0,0,0,NA
2010,1,1375711,16655.6,55,250,1,4,16533.14,7,1,1,14,0,0,0,NA
2010,1,1375833,13716.38,55,0,1,1,13838.85,25,2,10,101,23,2314,2320,30000
2010,1,1375833,13716.38,55,0,1,2,19962.23,24,1,10,101,13,1302,3740,15000
2010,1,1375956,4286.37,55,0,1,1,4286.37,33,1,6,63,0,0,6230,30500
2010,1,1375956,4286.37,55,0,1,2,4286.37,32,2,7,71,0,0,2300,19000
2010,1,1375956,4286.37,55,0,1,3,3551.56,9,1,1,16,0,0,0,NA
2010,1,1375956,4286.37,55,0,1,4,3674.03,6,2,1,12,0,0,0,NA
2010,1,1376078,16410.67,55,250,1,1,16410.67,48,2,7,71,0,0,5700,45500
2010,1,1376078,16410.67,55,250,1,2,17145.48,58,1,6,63,0,0,6320,39400
2010,1,1376201,4163.9,55,0,1,1,4286.37,33,2,11,114,23,2310,2310,38000
2010,1,1376201,4163.9,55,0,1,2,4531.3,33,1,10,101,62,6203,6355,15000
2010,1,1376201,4163.9,55,0,1,3,4776.24,4,1,0,2,0,0,0,NA
2010,1,1376201,4163.9,55,0,1,4,3551.56,0,2,0,1,0,0,0,NA
2010,1,1376323,15920.8,55,0,1,1,15920.8,31,1,10,101,55,5507,6440,50000
2010,1,1376323,15920.8,55,0,1,2,16410.67,31,2,8,81,0,0,3220,30000
2010,1,1376323,15920.8,55,0,1,3,12981.57,4,1,0,2,0,0,0,NA
2010,1,1376323,15920.8,55,0,1,4,9674.95,1,2,0,1,0,0,0,NA
2010,1,1376446,2449.35,55,1170,1,1,2571.82,66,1,6,63,0,0,4220,19800
2010,1,1376446,2449.35,55,1170,1,2,3061.69,68,2,6,63,0,0,0,8000
2010,1,1376568,3306.63,55,0,1,1,3306.63,67,1,10,101,52,5200,630,94000
2010,1,1376568,3306.63,55,0,1,2,3306.63,65,2,6,63,0,0,3510,18650
2010,1,1376691,3551.56,55,0,1,1,3551.56,35,2,6,65,0,0,7700,17800
2010,1,1376691,3551.56,55,0,1,2,2571.82,15,2,3,30,0,0,0,14000
2010,1,1376691,3551.56,55,0,1,3,4776.24,37,1,6,63,0,0,4840,48000
2010,1,1376691,3551.56,55,0,1,4,2816.76,15,1,2,26,0,0,0,0
2010,1,1376813,10532.22,55,0,3,1,10532.22,43,1,6,65,0,0,0,0
2010,1,1376936,4898.71,55,0,1,1,5021.17,48,1,6,64,0,0,6230,23900
2010,1,1376936,4898.71,55,0,1,2,5511.05,51,2,6,63,0,0,7750,18000
2010,1,1376936,4898.71,55,0,1,3,5021.17,24,2,6,63,0,0,7750,6800
2010,1,1376936,4898.71,55,0,1,4,5388.58,20,1,6,63,0,0,6260,17000
2010,1,1376936,4898.71,55,0,1,5,8205.33,19,1,6,65,0,0,6050,350
2010,1,1376936,4898.71,55,0,1,6,5143.64,13,1,2,25,0,0,0,NA
2010,1,1376936,4898.71,55,0,1,7,4776.24,0,1,0,1,0,0,0,NA
2010,1,1377058,6368.32,55,0,1,1,6368.32,70,2,6,63,0,0,0,30400
2010,1,1377058,6368.32,55,0,1,2,2449.35,43,1,6,65,0,0,7630,27200
2010,1,1377181,20329.63,55,250,1,1,20452.1,66,2,8,81,0,0,2440,27900
2010,1,1377303,6858.19,55,0,1,1,6858.19,66,1,10,101,23,2309,800,25490
2010,1,1377303,6858.19,55,0,1,2,8450.27,58,2,6,63,0,0,8740,44320
2010,1,1377303,6858.19,55,0,1,3,8695.21,24,1,10,101,62,6207,5120,9100
2010,1,1377425,12736.64,55,250,1,1,12736.64,85,2,10,101,23,2300,0,23600
2010,1,1377670,2326.89,55,0,1,1,2326.89,83,2,6,63,0,0,0,35100
2010,1,1377793,3429.1,55,0,1,1,3429.1,54,1,10,101,62,6205,4610,12000
2010,1,1377793,3429.1,55,0,1,2,4531.3,56,2,10,101,23,2304,2310,45000
2010,1,1377915,20697.04,55,250,1,1,20574.57,45,1,8,81,0,0,5560,48030
